page_url,image_url,saved_path
"https://www.druplicon.org/druplicon/drupal-camp-dakar-2011","https://www.druplicon.org/sites/default/files/druplicons/dakar.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-dakar-2011.png"
"https://www.druplicon.org/druplicon/drupal-camp-guatemala-2013","https://www.druplicon.org/sites/default/files/druplicons/logo_g.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-guatemala-2013.png"
"https://www.druplicon.org/index.php/druplicon/drupal-camp-lahore-2016","https://www.druplicon.org/sites/default/files/druplicons/lahore.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-lahore-2016.png"
"https://www.druplicon.org/druplicon/drupal-camp-london","https://www.druplicon.org/sites/default/files/druplicons/photo-london.jpg","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-london.jpg"
"https://www.druplicon.org/druplicon/drupal-camp-michigan-2015","https://www.druplicon.org/sites/default/files/druplicons/logo-michigan.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-michigan-2015.png"
"https://www.druplicon.org/druplicon/drupal-camp-minsk-2014","https://www.druplicon.org/sites/default/files/druplicons/minsk.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-minsk-2014.png"
"https://www.druplicon.org/index.php/druplicon/drupal-camp-mumbai","https://www.druplicon.org/sites/default/files/druplicons/dcm-logo-new.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-mumbai.png"
"https://www.druplicon.org/index.php/druplicon/drupal-camp-rs","https://www.druplicon.org/sites/default/files/druplicons/grandf.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-rs.png"
"https://www.druplicon.org/druplicon/drupal-camp-schwerin-2017","https://www.druplicon.org/sites/default/files/druplicons/druplicon-sailor_0.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-schwerin-2017.png"
"https://www.druplicon.org/index.php/druplicon/drupal-camp-skopje","https://www.druplicon.org/sites/default/files/druplicons/drupal-skopje.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-skopje.png"
"https://www.druplicon.org/index.php/druplicon/drupal-camp-toronto-2013","https://www.druplicon.org/sites/default/files/druplicons/logo-toronto.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-toronto-2013.png"
"https://www.druplicon.org/druplicon/drupal-camp-utah-2017","https://www.druplicon.org/sites/default/files/druplicons/logo-large.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-utah-2017.png"
"https://www.druplicon.org/druplicon/drupal-camp-wi","https://www.druplicon.org/sites/default/files/druplicons/drupalcampwi.png","/Users/mgifford/ox.ca/presentations/ca-slides/assets/drupal/originals/drupal-camp-wi.png"
